Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,year,lap_time_seconds,is_pit_stop,stint_lap_number,total_stint_laps,avg_stint_pace,delta_to_avg,is_out_lap,is_in_lap
0 days 02:07:24.676000,SAI,55,0 days 00:01:37.044000,39.0,3.0,,,0 days 00:00:31.104000,0 days 00:00:42.068000,0 days 00:00:23.872000,0 days 02:06:18.749000,0 days 02:07:00.817000,0 days 02:07:24.689000,233.0,254.0,278.0,294.0,False,MEDIUM,6.0,True,Ferrari,0 days 02:05:47.632000,2022-03-20 16:06:47.649,1,3.0,False,,False,True,2022,97.044,False,6.0,11.0,99.034,-1.990000000000009,False,False
0 days 02:09:01.947000,SAI,55,0 days 00:01:37.271000,40.0,3.0,,,0 days 00:00:31.262000,0 days 00:00:42.065000,0 days 00:00:23.944000,0 days 02:07:55.951000,0 days 02:08:38.016000,0 days 02:09:01.960000,,253.0,287.0,296.0,False,MEDIUM,7.0,True,Ferrari,0 days 02:07:24.676000,2022-03-20 16:08:24.693,1,3.0,False,,False,True,2022,97.271,False,7.0,11.0,99.034,-1.7630000000000052,False,False
0 days 02:10:38.718000,SAI,55,0 days 00:01:36.771000,41.0,3.0,,,0 days 00:00:30.801000,0 days 00:00:42.078000,0 days 00:00:23.892000,0 days 02:09:32.761000,0 days 02:10:14.839000,0 days 02:10:38.731000,,252.0,278.0,313.0,False,MEDIUM,8.0,True,Ferrari,0 days 02:09:01.947000,2022-03-20 16:10:01.964,1,3.0,False,,False,True,2022,96.771,False,8.0,11.0,99.034,-2.2630000000000052,False,False
0 days 02:12:15.987000,SAI,55,0 days 00:01:37.269000,42.0,3.0,,,0 days 00:00:31.255000,0 days 00:00:42.074000,0 days 00:00:23.940000,0 days 02:11:09.986000,0 days 02:11:52.060000,0 days 02:12:16,234.0,258.0,278.0,295.0,False,MEDIUM,9.0,True,Ferrari,0 days 02:10:38.718000,2022-03-20 16:11:38.735,1,3.0,False,,False,True,2022,97.269,False,9.0,11.0,99.034,-1.7650000000000006,False,False
0 days 02:13:53.247000,SAI,55,0 days 00:01:37.260000,43.0,3.0,,,0 days 00:00:31.226000,0 days 00:00:42.052000,0 days 00:00:23.982000,0 days 02:12:47.226000,0 days 02:13:29.278000,0 days 02:13:53.260000,233.0,259.0,277.0,294.0,False,MEDIUM,10.0,True,Ferrari,0 days 02:12:15.987000,2022-03-20 16:13:16.004,1,3.0,False,,False,True,2022,97.26,False,10.0,11.0,99.034,-1.774000000000001,False,False
0 days 02:15:32.946000,SAI,55,0 days 00:01:39.699000,44.0,3.0,,0 days 02:15:31.243000,0 days 00:00:31.295000,0 days 00:00:42.035000,0 days 00:00:26.369000,0 days 02:14:24.555000,0 days 02:15:06.590000,0 days 02:15:32.959000,,258.0,,292.0,False,MEDIUM,11.0,True,Ferrari,0 days 02:13:53.247000,2022-03-20 16:14:53.264,1,2.0,False,,False,False,2022,99.699,True,11.0,11.0,99.034,0.664999999999992,False,True
0 days 02:17:36.632000,SAI,55,0 days 00:02:03.686000,45.0,4.0,0 days 02:15:55.532000,,0 days 00:00:51.201000,0 days 00:00:41.487000,0 days 00:00:30.998000,0 days 02:16:24.160000,0 days 02:17:05.647000,0 days 02:17:36.645000,232.0,258.0,199.0,224.0,False,SOFT,4.0,False,Ferrari,0 days 02:15:32.946000,2022-03-20 16:16:32.963,16,3.0,False,,False,False,2022,123.686,True,1.0,13.0,113.94923076923077,9.73676923076924,True,False
0 days 02:19:44.963000,SAI,55,0 days 00:02:08.331000,46.0,4.0,,,0 days 00:00:38.685000,0 days 00:00:57.888000,0 days 00:00:31.758000,0 days 02:18:15.330000,0 days 02:19:13.218000,0 days 02:19:44.976000,166.0,142.0,173.0,217.0,False,SOFT,5.0,False,Ferrari,0 days 02:17:36.632000,2022-03-20 16:18:36.649,64,3.0,False,,False,False,2022,128.331,False,2.0,13.0,113.94923076923077,14.381769230769223,False,False
0 days 02:21:57.922000,SAI,55,0 days 00:02:12.959000,47.0,4.0,,,0 days 00:00:43.064000,0 days 00:00:55.290000,0 days 00:00:34.605000,0 days 02:20:28.040000,0 days 02:21:23.330000,0 days 02:21:57.935000,207.0,176.0,165.0,243.0,False,SOFT,6.0,False,Ferrari,0 days 02:19:44.963000,2022-03-20 16:20:44.980,4,3.0,False,,False,False,2022,132.959,False,3.0,13.0,113.94923076923077,19.009769230769237,False,False
0 days 02:24:13.719000,SAI,55,0 days 00:02:15.797000,48.0,4.0,,,0 days 00:00:38.130000,0 days 00:01:02.310000,0 days 00:00:35.357000,0 days 02:22:36.065000,0 days 02:23:38.375000,0 days 02:24:13.732000,92.0,183.0,237.0,260.0,False,SOFT,7.0,False,Ferrari,0 days 02:21:57.922000,2022-03-20 16:22:57.939,4,3.0,False,,False,False,2022,135.797,False,4.0,13.0,113.94923076923077,21.84776923076923,False,False
0 days 02:26:38.484000,SAI,55,0 days 00:02:24.765000,49.0,4.0,,,0 days 00:00:42.173000,0 days 00:01:08.469000,0 days 00:00:34.123000,0 days 02:24:55.905000,0 days 02:26:04.374000,0 days 02:26:38.497000,196.0,135.0,194.0,155.0,False,SOFT,8.0,False,Ferrari,0 days 02:24:13.719000,2022-03-20 16:25:13.736,4,3.0,False,,False,False,2022,144.765,False,5.0,13.0,113.94923076923077,30.81576923076922,False,False
0 days 02:29:01.998000,SAI,55,0 days 00:02:23.514000,50.0,4.0,,,0 days 00:00:44.687000,0 days 00:00:59.207000,0 days 00:00:39.620000,0 days 02:27:23.184000,0 days 02:28:22.391000,0 days 02:29:02.011000,204.0,130.0,282.0,101.0,False,SOFT,9.0,False,Ferrari,0 days 02:26:38.484000,2022-03-20 16:27:38.501,41,3.0,False,,False,False,2022,143.514,False,6.0,13.0,113.94923076923077,29.564769230769244,False,False
0 days 02:30:37.990000,SAI,55,0 days 00:01:35.992000,51.0,4.0,,,0 days 00:00:30.817000,0 days 00:00:41.508000,0 days 00:00:23.667000,0 days 02:29:32.828000,0 days 02:30:14.336000,0 days 02:30:38.003000,237.0,262.0,281.0,303.0,True,SOFT,10.0,False,Ferrari,0 days 02:29:01.998000,2022-03-20 16:30:02.015,1,3.0,False,,False,True,2022,95.992,False,7.0,13.0,113.94923076923077,-17.957230769230762,False,False
0 days 02:32:13.730000,SAI,55,0 days 00:01:35.740000,52.0,4.0,,,0 days 00:00:30.813000,0 days 00:00:41.222000,0 days 00:00:23.705000,0 days 02:31:08.816000,0 days 02:31:50.038000,0 days 02:32:13.743000,236.0,264.0,281.0,294.0,True,SOFT,11.0,False,Ferrari,0 days 02:30:37.990000,2022-03-20 16:31:38.007,1,3.0,False,,False,True,2022,95.74,False,8.0,13.0,113.94923076923077,-18.20923076923077,False,False
0 days 02:33:49.610000,SAI,55,0 days 00:01:35.880000,53.0,4.0,,,0 days 00:00:30.754000,0 days 00:00:41.421000,0 days 00:00:23.705000,0 days 02:32:44.497000,0 days 02:33:25.918000,0 days 02:33:49.623000,235.0,263.0,280.0,295.0,False,SOFT,12.0,False,Ferrari,0 days 02:32:13.730000,2022-03-20 16:33:13.747,1,3.0,False,,False,True,2022,95.88,False,9.0,13.0,113.94923076923077,-18.06923076923077,False,False
0 days 02:35:26.175000,SAI,55,0 days 00:01:36.565000,54.0,4.0,,,0 days 00:00:30.833000,0 days 00:00:42.041000,0 days 00:00:23.691000,0 days 02:34:20.456000,0 days 02:35:02.497000,0 days 02:35:26.188000,236.0,264.0,279.0,296.0,False,SOFT,13.0,False,Ferrari,0 days 02:33:49.610000,2022-03-20 16:34:49.627,1,2.0,False,,False,True,2022,96.565,False,10.0,13.0,113.94923076923077,-17.38423076923077,False,False
0 days 02:37:02.250000,SAI,55,0 days 00:01:36.075000,55.0,4.0,,,0 days 00:00:30.895000,0 days 00:00:41.475000,0 days 00:00:23.705000,0 days 02:35:57.083000,0 days 02:36:38.558000,0 days 02:37:02.263000,232.0,260.0,279.0,290.0,False,SOFT,14.0,False,Ferrari,0 days 02:35:26.175000,2022-03-20 16:36:26.192,1,2.0,False,,False,True,2022,96.075,False,11.0,13.0,113.94923076923077,-17.874230769230763,False,False
0 days 02:38:38.017000,SAI,55,0 days 00:01:35.767000,56.0,4.0,,,0 days 00:00:30.796000,0 days 00:00:41.317000,0 days 00:00:23.654000,0 days 02:37:33.059000,0 days 02:38:14.376000,0 days 02:38:38.030000,237.0,265.0,278.0,297.0,False,SOFT,15.0,False,Ferrari,0 days 02:37:02.250000,2022-03-20 16:38:02.267,1,2.0,False,,False,True,2022,95.767,False,12.0,13.0,113.94923076923077,-18.18223076923077,False,False
0 days 02:40:14.286000,SAI,55,0 days 00:01:36.269000,57.0,4.0,,,0 days 00:00:30.890000,0 days 00:00:41.561000,0 days 00:00:23.818000,0 days 02:39:08.920000,0 days 02:39:50.481000,0 days 02:40:14.299000,238.0,265.0,256.0,,False,SOFT,16.0,False,Ferrari,0 days 02:38:38.017000,2022-03-20 16:39:38.034,12,2.0,False,,False,True,2022,96.269,False,13.0,13.0,113.94923076923077,-17.68023076923076,False,True
0 days 01:04:18.549000,RUS,63,0 days 00:01:43.445000,1.0,1.0,,,,0 days 00:00:44.044000,0 days 00:00:24.324000,,0 days 01:03:54.309000,0 days 01:04:18.640000,230.0,248.0,274.0,261.0,False,SOFT,4.0,False,Mercedes,0 days 01:02:34.872000,2022-03-20 15:03:34.889,1,7.0,False,,False,False,2022,103.445,False,1.0,15.0,100.39106666666666,3.053933333333333,True,False
0 days 01:05:58.243000,RUS,63,0 days 00:01:39.694000,2.0,1.0,,,0 days 00:00:32.238000,0 days 00:00:42.979000,0 days 00:00:24.477000,0 days 01:04:50.798000,0 days 01:05:33.777000,0 days 01:05:58.254000,,254.0,273.0,282.0,True,SOFT,5.0,False,Mercedes,0 days 01:04:18.549000,2022-03-20 15:05:18.566,1,7.0,False,,False,True,2022,99.694,False,2.0,15.0,100.39106666666666,-0.6970666666666574,False,False
0 days 01:07:37.968000,RUS,63,0 days 00:01:39.725000,3.0,1.0,,,0 days 00:00:31.922000,0 days 00:00:43.261000,0 days 00:00:24.542000,0 days 01:06:30.176000,0 days 01:07:13.437000,0 days 01:07:37.979000,231.0,240.0,288.0,289.0,False,SOFT,6.0,False,Mercedes,0 days 01:05:58.243000,2022-03-20 15:06:58.260,1,7.0,False,,False,True,2022,99.725,False,3.0,15.0,100.39106666666666,-0.6660666666666657,False,False
0 days 01:09:17.740000,RUS,63,0 days 00:01:39.772000,4.0,1.0,,,0 days 00:00:31.847000,0 days 00:00:43.272000,0 days 00:00:24.653000,0 days 01:08:09.826000,0 days 01:08:53.098000,0 days 01:09:17.751000,229.0,247.0,285.0,324.0,False,SOFT,7.0,False,Mercedes,0 days 01:07:37.968000,2022-03-20 15:08:37.985,1,7.0,False,,False,True,2022,99.772,False,4.0,15.0,100.39106666666666,-0.6190666666666544,False,False
0 days 01:10:56.781000,RUS,63,0 days 00:01:39.041000,5.0,1.0,,,0 days 00:00:31.442000,0 days 00:00:43.186000,0 days 00:00:24.413000,0 days 01:09:49.193000,0 days 01:10:32.379000,0 days 01:10:56.792000,,244.0,272.0,319.0,True,SOFT,8.0,False,Mercedes,0 days 01:09:17.740000,2022-03-20 15:10:17.757,1,6.0,False,,False,True,2022,99.041,False,5.0,15.0,100.39106666666666,-1.3500666666666632,False,False
0 days 01:12:36.386000,RUS,63,0 days 00:01:39.605000,6.0,1.0,,,0 days 00:00:31.886000,0 days 00:00:43.349000,0 days 00:00:24.370000,0 days 01:11:28.678000,0 days 01:12:12.027000,0 days 01:12:36.397000,,247.0,272.0,290.0,False,SOFT,9.0,False,Mercedes,0 days 01:10:56.781000,2022-03-20 15:11:56.798,1,6.0,False,,False,True,2022,99.605,False,6.0,15.0,100.39106666666666,-0.786066666666656,False,False
0 days 01:14:16.320000,RUS,63,0 days 00:01:39.934000,7.0,1.0,,,0 days 00:00:31.835000,0 days 00:00:43.633000,0 days 00:00:24.466000,0 days 01:13:08.232000,0 days 01:13:51.865000,0 days 01:14:16.331000,228.0,243.0,272.0,294.0,False,SOFT,10.0,False,Mercedes,0 days 01:12:36.386000,2022-03-20 15:13:36.403,1,6.0,False,,False,True,2022,99.934,False,7.0,15.0,100.39106666666666,-0.4570666666666625,False,False
0 days 01:15:56.049000,RUS,63,0 days 00:01:39.729000,8.0,1.0,,,0 days 00:00:31.948000,0 days 00:00:43.367000,0 days 00:00:24.414000,0 days 01:14:48.279000,0 days 01:15:31.646000,0 days 01:15:56.060000,,242.0,272.0,,False,SOFT,11.0,False,Mercedes,0 days 01:14:16.320000,2022-03-20 15:15:16.337,1,6.0,False,,False,True,2022,99.729,False,8.0,15.0,100.39106666666666,-0.6620666666666608,False,False
0 days 01:17:36.207000,RUS,63,0 days 00:01:40.158000,9.0,1.0,,,0 days 00:00:31.982000,0 days 00:00:43.490000,0 days 00:00:24.686000,0 days 01:16:28.042000,0 days 01:17:11.532000,0 days 01:17:36.218000,,241.0,272.0,293.0,False,SOFT,12.0,False,Mercedes,0 days 01:15:56.049000,2022-03-20 15:16:56.066,1,6.0,False,,False,True,2022,100.158,False,9.0,15.0,100.39106666666666,-0.23306666666665876,False,False
0 days 01:19:16.443000,RUS,63,0 days 00:01:40.236000,10.0,1.0,,,0 days 00:00:32.120000,0 days 00:00:43.550000,0 days 00:00:24.566000,0 days 01:18:08.338000,0 days 01:18:51.888000,0 days 01:19:16.454000,227.0,242.0,272.0,,False,SOFT,13.0,False,Mercedes,0 days 01:17:36.207000,2022-03-20 15:18:36.224,1,6.0,False,,False,True,2022,100.236,False,10.0,15.0,100.39106666666666,-0.1550666666666558,False,False
0 days 01:20:56.801000,RUS,63,0 days 00:01:40.358000,11.0,1.0,,,0 days 00:00:32.136000,0 days 00:00:43.600000,0 days 00:00:24.622000,0 days 01:19:48.590000,0 days 01:20:32.190000,0 days 01:20:56.812000,228.0,240.0,272.0,,False,SOFT,14.0,False,Mercedes,0 days 01:19:16.443000,2022-03-20 15:20:16.460,1,6.0,False,,False,True,2022,100.358,False,11.0,15.0,100.39106666666666,-0.03306666666665592,False,False
0 days 01:22:37.016000,RUS,63,0 days 00:01:40.215000,12.0,1.0,,,0 days 00:00:32.029000,0 days 00:00:43.569000,0 days 00:00:24.617000,0 days 01:21:28.841000,0 days 01:22:12.410000,0 days 01:22:37.027000,,249.0,271.0,292.0,False,SOFT,15.0,False,Mercedes,0 days 01:20:56.801000,2022-03-20 15:21:56.818,1,5.0,False,,False,True,2022,100.215,False,12.0,15.0,100.39106666666666,-0.1760666666666566,False,False
0 days 01:24:17.464000,RUS,63,0 days 00:01:40.448000,13.0,1.0,,,0 days 00:00:32.296000,0 days 00:00:43.547000,0 days 00:00:24.605000,0 days 01:23:09.323000,0 days 01:23:52.870000,0 days 01:24:17.475000,,243.0,271.0,281.0,False,SOFT,16.0,False,Mercedes,0 days 01:22:37.016000,2022-03-20 15:23:37.033,1,5.0,False,,False,True,2022,100.448,False,13.0,15.0,100.39106666666666,0.05693333333333328,False,False
0 days 01:25:57.873000,RUS,63,0 days 00:01:40.409000,14.0,1.0,,,0 days 00:00:32.195000,0 days 00:00:43.463000,0 days 00:00:24.751000,0 days 01:24:49.670000,0 days 01:25:33.133000,0 days 01:25:57.884000,227.0,242.0,269.0,292.0,False,SOFT,17.0,False,Mercedes,0 days 01:24:17.464000,2022-03-20 15:25:17.481,12,5.0,False,,False,True,2022,100.409,False,14.0,15.0,100.39106666666666,0.017933333333346013,False,False
0 days 01:27:40.970000,RUS,63,0 days 00:01:43.097000,15.0,1.0,,0 days 01:27:39.275000,0 days 00:00:32.145000,0 days 00:00:43.634000,0 days 00:00:27.318000,0 days 01:26:30.029000,0 days 01:27:13.663000,0 days 01:27:40.981000,228.0,247.0,,291.0,False,SOFT,18.0,False,Mercedes,0 days 01:25:57.873000,2022-03-20 15:26:57.890,21,3.0,False,,False,False,2022,103.097,True,15.0,15.0,100.39106666666666,2.705933333333334,False,True
0 days 01:29:43.340000,RUS,63,0 days 00:02:02.370000,16.0,2.0,0 days 01:28:05.169000,,0 days 00:00:54.965000,0 days 00:00:43.244000,0 days 00:00:24.161000,0 days 01:28:35.946000,0 days 01:29:19.190000,0 days 01:29:43.351000,229.0,252.0,271.0,210.0,False,HARD,2.0,False,Mercedes,0 days 01:27:40.970000,2022-03-20 15:28:40.987,1,6.0,False,,False,False,2022,122.37,True,1.0,18.0,100.38933333333334,21.980666666666664,True,False
0 days 01:31:21.429000,RUS,63,0 days 00:01:38.089000,17.0,2.0,,,0 days 00:00:31.612000,0 days 00:00:42.364000,0 days 00:00:24.113000,0 days 01:30:14.963000,0 days 01:30:57.327000,0 days 01:31:21.440000,,250.0,271.0,284.0,True,HARD,3.0,False,Mercedes,0 days 01:29:43.340000,2022-03-20 15:30:43.357,1,6.0,False,,False,True,2022,98.089,False,2.0,18.0,100.38933333333334,-2.3003333333333416,False,False
0 days 01:32:59.543000,RUS,63,0 days 00:01:38.114000,18.0,2.0,,,0 days 00:00:31.601000,0 days 00:00:42.372000,0 days 00:00:24.141000,0 days 01:31:53.041000,0 days 01:32:35.413000,0 days 01:32:59.554000,228.0,249.0,272.0,291.0,False,HARD,4.0,False,Mercedes,0 days 01:31:21.429000,2022-03-20 15:32:21.446,1,6.0,False,,False,True,2022,98.114,False,3.0,18.0,100.38933333333334,-2.275333333333336,False,False
0 days 01:34:37.850000,RUS,63,0 days 00:01:38.307000,19.0,2.0,,,0 days 00:00:31.635000,0 days 00:00:42.554000,0 days 00:00:24.118000,0 days 01:33:31.189000,0 days 01:34:13.743000,0 days 01:34:37.861000,231.0,250.0,272.0,,False,HARD,5.0,False,Mercedes,0 days 01:32:59.543000,2022-03-20 15:33:59.560,1,6.0,False,,False,True,2022,98.307,False,4.0,18.0,100.38933333333334,-2.082333333333338,False,False
0 days 01:36:15.998000,RUS,63,0 days 00:01:38.148000,20.0,2.0,,,0 days 00:00:31.567000,0 days 00:00:42.492000,0 days 00:00:24.089000,0 days 01:35:09.428000,0 days 01:35:51.920000,0 days 01:36:16.009000,,245.0,273.0,,False,HARD,6.0,False,Mercedes,0 days 01:34:37.850000,2022-03-20 15:35:37.867,1,6.0,False,,False,True,2022,98.148,False,5.0,18.0,100.38933333333334,-2.241333333333344,False,False
0 days 01:37:54.631000,RUS,63,0 days 00:01:38.633000,21.0,2.0,,,0 days 00:00:31.647000,0 days 00:00:42.834000,0 days 00:00:24.152000,0 days 01:36:47.656000,0 days 01:37:30.490000,0 days 01:37:54.642000,,244.0,273.0,292.0,False,HARD,7.0,False,Mercedes,0 days 01:36:15.998000,2022-03-20 15:37:16.015,1,6.0,False,,False,True,2022,98.633,False,6.0,18.0,100.38933333333334,-1.7563333333333446,False,False
0 days 01:39:33.198000,RUS,63,0 days 00:01:38.567000,22.0,2.0,,,0 days 00:00:31.720000,0 days 00:00:42.664000,0 days 00:00:24.183000,0 days 01:38:26.362000,0 days 01:39:09.026000,0 days 01:39:33.209000,,245.0,272.0,,False,HARD,8.0,False,Mercedes,0 days 01:37:54.631000,2022-03-20 15:38:54.648,1,6.0,False,,False,True,2022,98.567,False,7.0,18.0,100.38933333333334,-1.8223333333333471,False,False
0 days 01:41:12.094000,RUS,63,0 days 00:01:38.896000,23.0,2.0,,,0 days 00:00:31.749000,0 days 00:00:42.851000,0 days 00:00:24.296000,0 days 01:40:04.958000,0 days 01:40:47.809000,0 days 01:41:12.105000,230.0,245.0,272.0,,False,HARD,9.0,False,Mercedes,0 days 01:39:33.198000,2022-03-20 15:40:33.215,1,6.0,False,,False,True,2022,98.896,False,8.0,18.0,100.38933333333334,-1.4933333333333394,False,False
0 days 01:42:51.380000,RUS,63,0 days 00:01:39.286000,24.0,2.0,,,0 days 00:00:31.713000,0 days 00:00:43.254000,0 days 00:00:24.319000,0 days 01:41:43.818000,0 days 01:42:27.072000,0 days 01:42:51.391000,231.0,241.0,273.0,,False,HARD,10.0,False,Mercedes,0 days 01:41:12.094000,2022-03-20 15:42:12.111,1,6.0,False,,False,True,2022,99.286,False,9.0,18.0,100.38933333333334,-1.1033333333333388,False,False
0 days 01:44:30.545000,RUS,63,0 days 00:01:39.165000,25.0,2.0,,,0 days 00:00:31.819000,0 days 00:00:43.058000,0 days 00:00:24.288000,0 days 01:43:23.210000,0 days 01:44:06.268000,0 days 01:44:30.556000,,244.0,273.0,,False,HARD,11.0,False,Mercedes,0 days 01:42:51.380000,2022-03-20 15:43:51.397,1,6.0,False,,False,True,2022,99.165,False,10.0,18.0,100.38933333333334,-1.224333333333334,False,False
0 days 01:46:09.851000,RUS,63,0 days 00:01:39.306000,26.0,2.0,,,0 days 00:00:31.918000,0 days 00:00:43.127000,0 days 00:00:24.261000,0 days 01:45:02.474000,0 days 01:45:45.601000,0 days 01:46:09.862000,,242.0,272.0,,False,HARD,12.0,False,Mercedes,0 days 01:44:30.545000,2022-03-20 15:45:30.562,1,6.0,False,,False,True,2022,99.306,False,11.0,18.0,100.38933333333334,-1.0833333333333428,False,False
0 days 01:47:48.947000,RUS,63,0 days 00:01:39.096000,27.0,2.0,,,0 days 00:00:31.742000,0 days 00:00:43.145000,0 days 00:00:24.209000,0 days 01:46:41.604000,0 days 01:47:24.749000,0 days 01:47:48.958000,,241.0,271.0,,False,HARD,13.0,False,Mercedes,0 days 01:46:09.851000,2022-03-20 15:47:09.868,1,6.0,False,,False,True,2022,99.096,False,12.0,18.0,100.38933333333334,-1.2933333333333366,False,False
0 days 01:49:28.244000,RUS,63,0 days 00:01:39.297000,28.0,2.0,,,0 days 00:00:31.798000,0 days 00:00:43.122000,0 days 00:00:24.377000,0 days 01:48:20.756000,0 days 01:49:03.878000,0 days 01:49:28.255000,230.0,245.0,272.0,291.0,False,HARD,14.0,False,Mercedes,0 days 01:47:48.947000,2022-03-20 15:48:48.964,1,5.0,False,,False,True,2022,99.297,False,13.0,18.0,100.38933333333334,-1.0923333333333431,False,False
0 days 01:51:07.518000,RUS,63,0 days 00:01:39.274000,29.0,2.0,,,0 days 00:00:31.826000,0 days 00:00:43.092000,0 days 00:00:24.356000,0 days 01:50:00.081000,0 days 01:50:43.173000,0 days 01:51:07.529000,,242.0,272.0,,False,HARD,15.0,False,Mercedes,0 days 01:49:28.244000,2022-03-20 15:50:28.261,1,5.0,False,,False,True,2022,99.274,False,14.0,18.0,100.38933333333334,-1.1153333333333393,False,False
0 days 01:52:46.972000,RUS,63,0 days 00:01:39.454000,30.0,2.0,,,0 days 00:00:31.881000,0 days 00:00:43.186000,0 days 00:00:24.387000,0 days 01:51:39.410000,0 days 01:52:22.596000,0 days 01:52:46.983000,,241.0,272.0,,False,HARD,16.0,False,Mercedes,0 days 01:51:07.518000,2022-03-20 15:52:07.535,1,5.0,False,,False,True,2022,99.454,False,15.0,18.0,100.38933333333334,-0.9353333333333467,False,False
0 days 01:54:26.410000,RUS,63,0 days 00:01:39.438000,31.0,2.0,,,0 days 00:00:31.884000,0 days 00:00:43.111000,0 days 00:00:24.443000,0 days 01:53:18.867000,0 days 01:54:01.978000,0 days 01:54:26.421000,231.0,246.0,272.0,,False,HARD,17.0,False,Mercedes,0 days 01:52:46.972000,2022-03-20 15:53:46.989,1,5.0,False,,False,True,2022,99.438,False,16.0,18.0,100.38933333333334,-0.9513333333333378,False,False
0 days 01:56:06.148000,RUS,63,0 days 00:01:39.738000,32.0,2.0,,,0 days 00:00:31.984000,0 days 00:00:43.333000,0 days 00:00:24.421000,0 days 01:54:58.405000,0 days 01:55:41.738000,0 days 01:56:06.159000,,247.0,273.0,,False,HARD,18.0,False,Mercedes,0 days 01:54:26.410000,2022-03-20 15:55:26.427,1,5.0,False,,False,True,2022,99.738,False,17.0,18.0,100.38933333333334,-0.6513333333333406,False,False
0 days 01:57:47.978000,RUS,63,0 days 00:01:41.830000,33.0,2.0,,0 days 01:57:46.234000,0 days 00:00:31.848000,0 days 00:00:43.364000,0 days 00:00:26.618000,0 days 01:56:38.007000,0 days 01:57:21.371000,0 days 01:57:47.989000,,243.0,,292.0,False,HARD,19.0,False,Mercedes,0 days 01:56:06.148000,2022-03-20 15:57:06.165,1,5.0,False,,False,False,2022,101.83,True,18.0,18.0,100.38933333333334,1.440666666666658,False,True
0 days 01:59:47.616000,RUS,63,0 days 00:01:59.638000,34.0,3.0,0 days 01:58:11.566000,,0 days 00:00:53.191000,0 days 00:00:42.596000,0 days 00:00:23.851000,0 days 01:58:41.180000,0 days 01:59:23.776000,0 days 01:59:47.627000,231.0,238.0,273.0,215.0,False,MEDIUM,1.0,True,Mercedes,0 days 01:57:47.978000,2022-03-20 15:58:47.995,1,7.0,False,,False,False,2022,119.638,True,1.0,12.0,100.61358333333334,19.024416666666667,True,False
0 days 02:01:24.832000,RUS,63,0 days 00:01:37.216000,35.0,3.0,,,0 days 00:00:31.222000,0 days 00:00:42.276000,0 days 00:00:23.718000,0 days 02:00:18.849000,0 days 02:01:01.125000,0 days 02:01:24.843000,,242.0,274.0,284.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:59:47.616000,2022-03-20 16:00:47.633,1,6.0,False,,False,True,2022,97.216,False,2.0,12.0,100.61358333333334,-3.397583333333344,False,False
0 days 02:03:02.359000,RUS,63,0 days 00:01:37.527000,36.0,3.0,,,0 days 00:00:31.350000,0 days 00:00:42.457000,0 days 00:00:23.720000,0 days 02:01:56.193000,0 days 02:02:38.650000,0 days 02:03:02.370000,232.0,241.0,274.0,293.0,False,MEDIUM,3.0,True,Mercedes,0 days 02:01:24.832000,2022-03-20 16:02:24.849,1,6.0,False,,False,True,2022,97.527,False,3.0,12.0,100.61358333333334,-3.086583333333337,False,False
0 days 02:04:40.112000,RUS,63,0 days 00:01:37.753000,37.0,3.0,,,0 days 00:00:31.356000,0 days 00:00:42.594000,0 days 00:00:23.803000,0 days 02:03:33.726000,0 days 02:04:16.320000,0 days 02:04:40.123000,,240.0,274.0,292.0,False,MEDIUM,4.0,True,Mercedes,0 days 02:03:02.359000,2022-03-20 16:04:02.376,1,6.0,False,,False,True,2022,97.753,False,4.0,12.0,100.61358333333334,-2.860583333333338,False,False
0 days 02:06:17.904000,RUS,63,0 days 00:01:37.792000,38.0,3.0,,,0 days 00:00:31.434000,0 days 00:00:42.463000,0 days 00:00:23.895000,0 days 02:05:11.557000,0 days 02:05:54.020000,0 days 02:06:17.915000,231.0,244.0,274.0,293.0,False,MEDIUM,5.0,True,Mercedes,0 days 02:04:40.112000,2022-03-20 16:05:40.129,1,6.0,False,,False,True,2022,97.792,False,5.0,12.0,100.61358333333334,-2.8215833333333364,False,False
0 days 02:07:55.625000,RUS,63,0 days 00:01:37.721000,39.0,3.0,,,0 days 00:00:31.398000,0 days 00:00:42.451000,0 days 00:00:23.872000,0 days 02:06:49.313000,0 days 02:07:31.764000,0 days 02:07:55.636000,232.0,245.0,274.0,292.0,False,MEDIUM,6.0,True,Mercedes,0 days 02:06:17.904000,2022-03-20 16:07:17.921,1,6.0,False,,False,True,2022,97.721,False,6.0,12.0,100.61358333333334,-2.8925833333333344,False,False
0 days 02:09:33.415000,RUS,63,0 days 00:01:37.790000,40.0,3.0,,,0 days 00:00:31.423000,0 days 00:00:42.359000,0 days 00:00:24.008000,0 days 02:08:27.059000,0 days 02:09:09.418000,0 days 02:09:33.426000,233.0,244.0,276.0,295.0,False,MEDIUM,7.0,True,Mercedes,0 days 02:07:55.625000,2022-03-20 16:08:55.642,1,6.0,False,,False,True,2022,97.79,False,7.0,12.0,100.61358333333334,-2.823583333333332,False,False
